time,cpu_cycles,cpu-cycles,cpu-migrations,context-switches,cgroup-switches,State,Scenario,Label,interface,Attack
121.9014603,28917821363,28944980619,0,23650,22086,0,0,0,0,cryptojacking
126.4975164,28852476759,28848071896,0,22758,20045,0,0,0,0,cryptojacking
126.6597259,28751160276,28745806395,0,24886,21546,0,0,0,0,cryptojacking
126.6616554,28795596531,28806160755,0,22600,19106,0,0,0,0,cryptojacking
126.973473,28754053886,28682985082,0,23710,20438,0,0,0,0,cryptojacking
131.5615621,28824243754,28767959888,0,29324,25173,0,0,0,0,cryptojacking
131.7276458,28902569912,28761032529,0,24212,20838,0,0,0,0,cryptojacking
131.7376792,28825325288,28780977327,0,22925,19526,0,0,0,0,cryptojacking
132.0494068,29488286074,29495860258,0,21533,19907,0,0,0,0,cryptojacking
136.62156,28963210690,28841555983,0,24435,20872,0,0,0,0,cryptojacking
136.7996963,28698066395,28478516356,0,21720,18949,0,0,0,0,cryptojacking
136.8256238,28967326878,28845336821,0,21572,18879,0,0,0,0,cryptojacking
137.1335009,28926913987,28847684812,0,25975,21572,0,0,0,0,cryptojacking
141.6975278,28808318117,28787624002,0,27885,23634,0,0,0,0,cryptojacking
141.8637017,28870307103,28876983770,0,27704,24191,0,0,0,0,cryptojacking
141.9016328,29506506022,29504246496,0,20625,19593,0,0,0,0,cryptojacking
142.2214931,28889619099,28867124324,0,29545,26062,0,0,0,0,cryptojacking
146.7575749,28694973846,28708333502,0,23793,20243,0,0,0,0,cryptojacking
146.935703,28961879372,28952055980,0,29313,24672,0,0,0,0,cryptojacking
146.9696061,28972980158,28977519525,0,25324,21357,0,0,0,0,cryptojacking
147.2974617,29490043843,29489806990,0,25865,24293,0,0,0,0,cryptojacking
151.8215388,28841625439,28880900471,0,27488,24175,0,0,0,0,cryptojacking
152.0077158,28825832915,28898885941,0,26953,25068,0,0,0,0,cryptojacking
152.0376389,28931747676,28856917375,0,28433,26441,0,0,0,0,cryptojacking
152.3894497,28830728797,28751250721,0,22672,21196,0,0,0,0,cryptojacking
156.8814922,28732599917,28652502946,0,19559,17992,0,0,0,0,cryptojacking
157.0716899,29120922541,28895297738,0,25444,22959,0,0,0,0,cryptojacking
157.1016666,28856430241,28832898774,0,23961,21449,0,0,0,0,cryptojacking
157.4854496,29000956814,29050751366,0,24122,20428,0,0,0,0,cryptojacking
161.9415346,28967666208,28850452005,0,24493,21072,0,0,0,0,cryptojacking
162.1357224,29534393820,29541102159,0,24977,22912,0,0,0,0,cryptojacking
162.1736257,28706636021,28725513842,0,26433,24420,0,0,0,0,cryptojacking
162.5614585,28950794783,28929451443,0,24812,23077,0,0,0,0,cryptojacking
167.0055109,28779894817,28793591742,0,23901,22127,0,0,0,0,cryptojacking
167.1916765,28741820428,28789773785,0,19085,17392,0,0,0,0,cryptojacking
167.2456162,28883680739,28943394648,0,24041,20199,0,0,0,0,cryptojacking
167.6374611,28947156807,29076145124,0,29868,26249,0,0,0,0,cryptojacking
172.0695556,28789063147,28732575236,0,27294,24444,0,0,0,0,cryptojacking
172.2597743,28737165182,28875244875,0,23620,21539,0,0,0,0,cryptojacking
172.3136262,28777882930,28639980548,0,20845,19470,0,0,0,0,cryptojacking
172.7374661,28842901042,28861379061,0,30245,27939,0,0,0,0,cryptojacking
177.1257034,29414387756,29430291758,0,29605,26339,0,0,0,0,cryptojacking
177.3156717,28909153085,28782132353,0,26131,23814,0,0,0,0,cryptojacking
177.3856597,28949892724,29069779414,0,27183,25356,0,0,0,0,cryptojacking
177.8134508,28936615959,28851804658,0,24618,22826,0,0,0,0,cryptojacking
182.19339,28903473152,28777795573,0,25448,23555,0,0,0,0,cryptojacking
182.3877084,28692306650,28649631201,0,31383,29709,0,0,0,0,cryptojacking
182.4776216,28653300243,28653831463,0,24397,22285,0,0,0,0,cryptojacking
182.8894656,28889723685,28929979535,0,22794,20692,0,0,0,0,cryptojacking
187.2494932,28695483174,28759198922,0,25247,23340,0,0,0,0,cryptojacking
187.4596794,28760930272,28976525163,0,27700,25573,0,0,0,0,cryptojacking
187.5456535,28969668504,28788383597,0,27062,25252,0,0,0,0,cryptojacking
187.9614358,29427368329,29435092965,0,24865,21999,0,0,0,0,cryptojacking
192.313517,29085250508,28841576092,0,25891,24144,0,0,0,0,cryptojacking
192.5277276,28806199653,28655591994,0,18778,17102,0,0,0,0,cryptojacking
192.6256279,28997394095,28957283470,0,23721,21569,0,0,0,0,cryptojacking
193.0494719,29100567137,29056586326,0,25209,23535,0,0,0,0,cryptojacking
197.3695379,28837448785,28824696119,0,25549,23760,0,0,0,0,cryptojacking
197.5957282,28758699426,28809068255,0,26509,24661,0,0,0,0,cryptojacking
197.7016706,28802725693,28797140356,0,21570,19703,0,0,0,0,cryptojacking
198.1454716,29010988643,29007998306,0,22172,18113,0,0,0,0,cryptojacking
202.4254144,28917244594,28863920696,0,28226,26407,0,0,0,0,cryptojacking
202.6677085,28599195345,28633710617,0,25283,23335,0,0,0,0,cryptojacking
202.7936407,29563179545,29554449006,0,25356,23398,0,0,0,0,cryptojacking
203.2254487,28850579351,28900670568,0,23667,21722,0,0,0,0,cryptojacking
207.4813965,28775454863,28790540454,0,20993,19290,0,0,0,0,cryptojacking
207.7397314,28850295187,28933271212,0,20914,19417,0,0,0,0,cryptojacking
207.8696284,28788187750,28799762961,0,23582,21688,0,0,0,0,cryptojacking
208.3214601,28762211086,28905068268,0,22493,20768,0,0,0,0,cryptojacking
212.5376565,28938790152,28988222641,0,25822,23751,0,0,0,0,cryptojacking
212.8076727,28909887332,28817165562,0,27012,25401,0,0,0,0,cryptojacking
212.9376318,28683746913,28801488162,0,32175,29790,0,0,0,0,cryptojacking
213.4054768,28876438165,28908597494,0,22897,21093,0,0,0,0,cryptojacking
217.6015732,28989214711,28951880340,0,27138,25313,0,0,0,0,cryptojacking
217.8757382,29469021114,29459351375,0,29927,27323,0,0,0,0,cryptojacking
218.009623,28992016392,29004395579,0,24461,22749,0,0,0,0,cryptojacking
218.4934584,28918087022,28951101306,0,21635,19821,0,0,0,0,cryptojacking
222.6575355,28817424238,28764543575,0,28040,25880,0,0,0,0,cryptojacking
222.9477153,28834394124,28912156105,0,21108,19156,0,0,0,0,cryptojacking
223.0856377,28920502586,28832709835,0,21829,19263,0,0,0,0,cryptojacking
223.5818813,28841781605,28888429369,0,21719,18468,0,0,0,0,cryptojacking
227.7214827,28765844893,28724512772,0,27921,24436,0,0,0,0,cryptojacking
228.0156905,28697743887,28911226062,0,21499,20266,0,0,0,0,cryptojacking
228.1616433,28848062386,28787644653,0,25034,22998,0,0,0,0,cryptojacking
228.6574446,29403991370,29401590870,0,22240,20343,0,0,0,0,cryptojacking
232.7815599,28774630957,28812631711,0,27983,26365,0,0,0,0,cryptojacking
233.0876661,28874635820,28889801936,0,31273,28831,0,0,0,0,cryptojacking
233.2496378,28749566443,28767214416,0,25963,23917,0,0,0,0,cryptojacking
233.7295031,28723776170,28730892545,0,25386,23716,0,0,0,0,cryptojacking
237.8415442,28875729961,28890808109,0,26781,24647,0,0,0,0,cryptojacking
238.1476932,28859274879,28904160983,0,22394,20549,0,0,0,0,cryptojacking
238.3143105,28867567496,28732615395,0,24065,22323,0,0,0,0,cryptojacking
238.8214469,28796632206,28718831702,0,27384,25327,0,0,0,0,cryptojacking
242.9055027,28784075487,28646570590,0,29838,27276,0,0,0,0,cryptojacking
243.2157303,28846669784,28707809391,0,27293,25220,0,0,0,0,cryptojacking
243.3856568,29435803666,29433787745,0,20225,18567,0,0,0,0,cryptojacking
243.9174632,28821431341,28690472805,0,31682,29134,0,0,0,0,cryptojacking
247.9695389,28948173757,28790607079,0,25949,23840,0,0,0,0,cryptojacking
248.2836853,28392745191,28585175523,0,20137,18660,0,0,0,0,cryptojacking
248.4536269,28850370430,28755113225,0,18438,15845,0,0,0,0,cryptojacking
248.9814334,28602668240,28733973236,0,29608,25406,0,0,0,0,cryptojacking
253.0333815,28638467537,28670721291,0,17015,14679,0,0,0,0,cryptojacking
253.3476999,28491736346,28561349805,0,27520,25559,0,0,0,0,cryptojacking
253.5216283,28571672644,28601054954,0,27509,25408,0,0,0,0,cryptojacking
254.0854143,28645259011,28615267571,0,22028,20119,0,0,0,0,cryptojacking
258.0934792,28548910053,28554682479,0,28022,25858,0,0,0,0,cryptojacking
258.4157353,28690669139,28704547084,0,31562,28949,0,0,0,0,cryptojacking
258.6096537,28620433328,28639974113,0,18450,16921,0,0,0,0,cryptojacking
259.1774926,29466597818,29459835434,0,23631,21625,0,0,0,0,cryptojacking
263.1654919,28617220331,28633420406,0,20566,19152,0,0,0,0,cryptojacking
263.4877322,28575957840,28481674799,0,25332,22916,0,0,0,0,cryptojacking
263.6696802,28539650026,28560292602,0,27022,25053,0,0,0,0,cryptojacking
264.2614992,28739509328,28512925029,0,21701,19954,0,0,0,0,cryptojacking
268.2213978,28925416227,28660843725,0,22632,20817,0,0,0,0,cryptojacking
268.5597255,28982806396,28753120550,0,23455,21645,0,0,0,0,cryptojacking
268.7416458,28861187853,28746426949,0,25426,23597,0,0,0,0,cryptojacking
269.3534092,28784603898,28819222947,0,25777,21865,0,0,0,0,cryptojacking
273.2815315,28592653374,28758693577,0,25772,22349,0,0,0,0,cryptojacking
273.6276834,28879873343,28826944969,0,25344,23385,0,0,0,0,cryptojacking
273.8096318,29589970700,29593953064,0,22359,20449,0,0,0,0,cryptojacking
274.4294646,28719533989,28733240104,0,24352,22308,0,0,0,0,cryptojacking
278.3405367,28754519777,28665259802,0,24680,22596,0,0,0,0,cryptojacking
278.6917309,29050836323,29046598413,0,26102,23881,0,0,0,0,cryptojacking
278.8736402,28577166676,28602532764,0,23509,21931,0,0,0,0,cryptojacking
279.4974915,29481462865,29470759658,0,16447,15537,0,0,0,0,cryptojacking
283.401421,28954385354,28949659032,0,21220,19010,0,0,0,0,cryptojacking
283.7637904,28718991592,28743359313,0,24139,22302,0,0,0,0,cryptojacking
283.9576344,28790536236,28925867304,0,28730,26787,0,0,0,0,cryptojacking
284.565463,28763701348,28762383380,0,27233,25038,0,0,0,0,cryptojacking
288.4614263,28817981056,28845204119,0,23761,22077,0,0,0,0,cryptojacking
288.8197011,28682884128,28819753775,0,24771,22667,0,0,0,0,cryptojacking
289.021627,29453639753,29457386435,0,25405,23556,0,0,0,0,cryptojacking
289.6375585,28893674606,28610377668,0,23065,20811,0,0,0,0,cryptojacking
293.5256067,28416344910,28718882780,0,21610,18440,0,0,0,0,cryptojacking
293.8917059,28732571644,28665205989,0,25154,21353,0,0,0,0,cryptojacking
294.0816693,28590702225,28577783895,0,24946,21423,0,0,0,0,cryptojacking
294.7214587,28848200453,28770215329,0,25834,21914,0,0,0,0,cryptojacking
298.5893923,28915234633,28961515575,0,25069,21194,0,0,0,0,cryptojacking
298.963706,28595427386,28666925786,0,29932,26275,0,0,0,0,cryptojacking
299.1496447,28916603664,28900927656,0,31129,28357,0,0,0,0,cryptojacking
299.8214475,28694335594,28685374186,0,25935,23800,0,0,0,0,cryptojacking
303.6536342,28797231184,28796081751,0,28979,27031,0,0,0,0,cryptojacking
304.0317136,29555682820,29554995073,0,29965,27721,0,0,0,0,cryptojacking
304.2256408,28642547664,28634053472,0,24683,22219,0,0,0,0,cryptojacking
304.8974731,28656856996,28552931826,0,25069,23162,0,0,0,0,cryptojacking
308.7174003,28735570244,28771927894,0,23962,21950,0,0,0,0,cryptojacking
309.0997028,28730038876,28654855702,0,25941,23902,0,0,0,0,cryptojacking
309.2936284,28681610121,28762776861,0,23475,20404,0,0,0,0,cryptojacking
309.9774529,28753861756,28887821762,0,27082,25184,0,0,0,0,cryptojacking
313.7813984,28840736785,28807737995,0,22985,20832,0,0,0,0,cryptojacking
314.1716922,28769257423,28791882935,0,29354,26736,0,0,0,0,cryptojacking
314.3659448,28754680143,28757370724,0,22360,20220,0,0,0,0,cryptojacking
315.0535511,29435785612,29457483135,0,23325,22167,0,0,0,0,cryptojacking
318.837438,28832645466,28747891031,0,25794,21742,0,0,0,0,cryptojacking
319.2357277,28354501573,28403265100,0,26395,23068,0,0,0,0,cryptojacking
319.4296264,28938444684,28887565632,0,25282,21958,0,0,0,0,cryptojacking
320.1335351,28776275378,28764129385,0,28506,25044,0,0,0,0,cryptojacking
323.9016034,28779944263,28776900372,0,26767,22034,0,0,0,0,cryptojacking
324.3036626,28707188006,28688934374,0,28477,24541,0,0,0,0,cryptojacking
324.5016896,28702740634,28698321855,0,23912,20300,0,0,0,0,cryptojacking
325.2134799,28374306950,28331670346,0,22197,18772,0,0,0,0,cryptojacking
328.9654852,28521139462,28485853981,0,25727,21785,0,0,0,0,cryptojacking
329.3676935,28475724352,28588733970,0,27346,24774,0,0,0,0,cryptojacking
329.5656845,29510187096,29514947015,0,23410,21272,0,0,0,0,cryptojacking
330.3014416,28517653389,28392598399,0,23233,21463,0,0,0,0,cryptojacking
334.029633,28676579469,28560120999,0,19855,18225,0,0,0,0,cryptojacking
334.4357292,28823636191,28664741088,0,24603,22547,0,0,0,0,cryptojacking
334.6296451,28473068113,28648471171,0,28474,26021,0,0,0,0,cryptojacking
335.3814073,28637358134,28771656044,0,27132,25245,0,0,0,0,cryptojacking
339.0936245,28947631671,28593626714,0,24244,22498,0,0,0,0,cryptojacking
339.5077053,28734671807,28431916674,0,28418,26619,0,0,0,0,cryptojacking
339.7016649,28570037669,28691992415,0,25920,23907,0,0,0,0,cryptojacking
340.4694452,28553260171,28714538406,0,22076,20349,0,0,0,0,cryptojacking
344.1533768,28647494394,28616435884,0,24746,22810,0,0,0,0,cryptojacking
344.5717294,29492729015,29488574383,0,28559,26523,0,0,0,0,cryptojacking
344.7710878,28599072961,28709758284,0,27610,25090,0,0,0,0,cryptojacking
345.5374723,28637733931,28680706948,0,23096,21621,0,0,0,0,cryptojacking
349.2174034,28695267955,28691725825,0,25714,24037,0,0,0,0,cryptojacking
349.6436881,28487019895,28466964117,0,17429,15981,0,0,0,0,cryptojacking
349.8496896,28648332346,28671884662,0,21358,17607,0,0,0,0,cryptojacking
350.6214785,28655904801,28666216858,0,25143,21347,0,0,0,0,cryptojacking
354.273391,28578292950,28610990222,0,27577,24583,0,0,0,0,cryptojacking
354.7037245,28609359482,28431441378,0,21602,17387,0,0,0,0,cryptojacking
354.9136362,28412415867,28347800740,0,21168,17965,0,0,0,0,cryptojacking
355.6975328,28574640721,28366106820,0,27584,23647,0,0,0,0,cryptojacking
359.3413956,29421504777,29437784013,0,25060,23267,0,0,0,0,cryptojacking
359.7756338,28611046419,28891844415,0,33368,30512,0,0,0,0,cryptojacking
359.9896262,28659891937,28769077157,0,22787,20542,0,0,0,0,cryptojacking
360.7694316,28741255075,28633351181,0,26917,23180,0,0,0,0,cryptojacking
364.4015965,28632991867,28675833799,0,21611,18432,0,0,0,0,cryptojacking
364.8476939,28314608206,28295312610,0,27217,23720,0,0,0,0,cryptojacking
365.0616533,28764813386,28704059101,0,26496,22265,0,0,0,0,cryptojacking
365.8534615,28571444549,28687874881,0,29730,25368,0,0,0,0,cryptojacking
369.4695248,28738258244,28719085633,0,26010,22239,0,0,0,0,cryptojacking
369.9116946,28862851264,28818471983,0,27509,24230,0,0,0,0,cryptojacking
370.1336338,28633853637,28592064357,0,26484,24967,0,0,0,0,cryptojacking
370.9455416,29451761230,29439576299,0,22947,21286,0,0,0,0,cryptojacking
374.5295086,28796136863,28803514803,0,25273,21475,0,0,0,0,cryptojacking
374.9797267,28625643855,28624829983,0,26116,22394,0,0,0,0,cryptojacking
375.2056194,28691978343,28673378398,0,26106,22026,0,0,0,0,cryptojacking
376.0214094,28583927623,28625743568,0,26993,23434,0,0,0,0,cryptojacking
379.5894744,28699003846,28587866719,0,21949,19236,0,0,0,0,cryptojacking
380.0517058,28668760217,28720300191,0,23847,22351,0,0,0,0,cryptojacking
380.2696194,28799937293,28773769838,0,25950,23589,0,0,0,0,cryptojacking
381.0974858,28376797551,28314825222,0,30067,28070,0,0,0,0,cryptojacking
384.6534837,28634898872,28614174525,0,24232,22447,0,0,0,0,cryptojacking
385.1196983,28719553137,28568804664,0,28201,25218,0,0,0,0,cryptojacking
385.3376867,29566316530,29563071187,0,22738,21119,0,0,0,0,cryptojacking
386.1735065,28662672566,28690572344,0,27464,23620,0,0,0,0,cryptojacking
389.721395,28451163284,28469992104,0,25995,22661,0,0,0,0,cryptojacking
390.1917174,28688578829,28569276356,0,21654,18489,0,0,0,0,cryptojacking
390.4056235,28828521945,28802812042,0,24291,20748,0,0,0,0,cryptojacking
391.2494578,28511576066,28612539817,0,27994,24001,0,0,0,0,cryptojacking
394.7774095,28625648084,28708560501,0,25208,23110,0,0,0,0,cryptojacking
395.2637517,28611537880,28399190094,0,25234,23325,0,0,0,0,cryptojacking
395.4776857,28626189210,28676835677,0,27391,25051,0,0,0,0,cryptojacking
396.3254458,28642007440,28639214673,0,26801,24913,0,0,0,0,cryptojacking
399.8373794,29476516507,29483702903,0,22840,20907,0,0,0,0,cryptojacking
400.3357295,28472734529,28493036502,0,22481,20637,0,0,0,0,cryptojacking
400.5457697,28546389507,28543531204,0,22966,20612,0,0,0,0,cryptojacking
401.3974515,28468912579,28466085265,0,21185,18025,0,0,0,0,cryptojacking
404.8935694,28682011208,28688889832,0,25638,21820,0,0,0,0,cryptojacking
405.403689,28723917720,28727846364,0,23299,19353,0,0,0,0,cryptojacking
405.6096316,28771432220,28706523439,0,32034,27307,0,0,0,0,cryptojacking
406.4694581,28459088025,28541159989,0,27383,23425,0,0,0,0,cryptojacking
409.9573941,28441284920,28576926233,0,26135,22215,0,0,0,0,cryptojacking
410.4596616,28567000840,28360010662,0,27948,25562,0,0,0,0,cryptojacking
410.6776199,28855535705,28931582126,0,23098,21464,0,0,0,0,cryptojacking
411.55349,29354041907,29352257793,0,30297,27485,0,0,0,0,cryptojacking
415.0215192,28700676531,28555292550,0,20786,19266,0,0,0,0,cryptojacking
415.5236667,28739255608,28943103540,0,26634,24646,0,0,0,0,cryptojacking
415.7416311,28373295290,28256223245,0,29214,26959,0,0,0,0,cryptojacking
416.6214729,28661388443,28778543652,0,26485,24447,0,0,0,0,cryptojacking
420.0856173,29430011487,29438146806,0,21269,20215,0,0,0,0,cryptojacking
420.5876982,28671388862,28798467141,0,26018,24197,0,0,0,0,cryptojacking
420.8136318,28595766325,28756851969,0,24740,22810,0,0,0,0,cryptojacking
421.6894275,28778297152,28546276699,0,26010,24064,0,0,0,0,cryptojacking
425.1454942,28565448621,28572696741,0,25966,24202,0,0,0,0,cryptojacking
425.6557242,28592067884,28583957283,0,22546,20227,0,0,0,0,cryptojacking
425.8856277,28777169557,28763482196,0,28239,25867,0,0,0,0,cryptojacking
426.7574579,28798444737,28800532602,0,24489,22599,0,0,0,0,cryptojacking
430.2016186,28807096120,28817918158,0,25341,23347,0,0,0,0,cryptojacking
430.7237109,29599948242,29593202336,0,25981,23756,0,0,0,0,cryptojacking
430.9696116,28564162769,28507488549,0,29445,27241,0,0,0,0,cryptojacking
431.8494276,28505904775,28542615916,0,21351,19615,0,0,0,0,cryptojacking
435.261562,28572146263,28553015802,0,20094,17483,0,0,0,0,cryptojacking
435.7917258,28663625186,28553635261,0,29899,24454,0,0,0,0,cryptojacking
436.0416294,28525302204,28457787179,0,22759,18852,0,0,0,0,cryptojacking
436.9173988,28235803077,28444799383,0,29176,25052,0,0,0,0,cryptojacking
440.3215244,28563442040,28318309837,0,31394,27036,0,0,0,0,cryptojacking
440.8637316,28633481820,28563748175,0,30118,27023,0,0,0,0,cryptojacking
441.1056354,28447390210,28609749763,0,26492,24286,0,0,0,0,cryptojacking
441.9894673,28450013177,28494178280,0,27560,25773,0,0,0,0,cryptojacking
445.3853976,29536087725,29554670292,0,28624,26782,0,0,0,0,cryptojacking
445.9357414,28520466638,28631645747,0,23742,21913,0,0,0,0,cryptojacking
446.1816505,28470487551,28607540930,0,27753,25487,0,0,0,0,cryptojacking
447.0613941,28643202746,28500779248,0,23831,21972,0,0,0,0,cryptojacking
450.4494585,28647647583,28683927752,0,19004,17531,0,0,0,0,cryptojacking
451.0037689,28442734382,28387558048,0,26568,24579,0,0,0,0,cryptojacking
451.257668,28827607367,28789604568,0,33278,30110,0,0,0,0,cryptojacking
452.1374426,28468047481,28406785388,0,20734,19087,0,0,0,0,cryptojacking
